CO(GT),NOx(GT),Time,T
2.0,332.0,09,7.9
1.6,354.0,10,6.9
1.3,316.0,11,6.8
1.4,395.0,12,8.0
1.9,391.0,13,9.5
2.7,457.0,14,10.5
2.1,448.0,15,11.4
2.4,543.0,16,11.1
2.7,574.0,17,10.8
2.5,435.0,18,10.6
3.7,504.0,19,10.6
4.6,586.0,20,10.0
3.9,580.0,21,10.3
2.2,346.0,22,10.5
2.7,531.0,23,10.2
2.6,477.0,00,9.7
2.1,344.0,01,9.3
1.4,219.0,02,9.2
1.1,174.0,04,7.6
1.1,165.0,05,7.5
1.1,250.0,06,8.3
1.5,388.0,07,8.9
3.1,758.0,08,9.2
6.8,1247.0,09,9.9
5.4,1110.0,10,10.2
4.5,1145.0,11,11.2
3.0,720.0,12,11.8
2.8,557.0,13,12.5
3.9,678.0,14,13.2
3.4,659.0,15,12.5
3.2,552.0,16,12.2
2.8,395.0,17,11.5
3.9,573.0,18,11.6
3.5,463.0,19,12.0
4.7,568.0,20,12.9
4.6,706.0,21,13.1
1.2,193.0,22,12.3
1.1,151.0,23,12.7
1.2,167.0,00,12.9
1.6,239.0,01,12.9
0.7,102.0,02,13.1
0.6,71.0,05,13.7
0.5,79.0,06,13.9
0.6,117.0,07,14.1
1.4,266.0,08,14.0
2.0,340.0,09,14.2
1.6,257.0,10,14.9
1.6,311.0,11,16.3
1.7,279.0,12,16.9
2.0,267.0,13,17.4
2.3,310.0,14,17.4
2.4,352.0,15,17.7
2.2,337.0,16,16.8
2.6,358.0,17,17.0
4.0,547.0,18,16.2
5.2,600.0,19,16.7
3.9,470.0,20,16.5
3.8,522.0,21,15.8
1.6,208.0,22,15.7
1.5,205.0,23,15.9
1.6,217.0,00,15.6
1.5,216.0,01,15.6
1.0,117.0,02,15.7
1.3,174.0,04,15.6
1.0,111.0,05,15.8
1.0,147.0,06,15.2
0.9,140.0,07,16.1
2.1,421.0,08,14.9
2.1,350.0,09,15.6
3.1,550.0,10,17.9
3.8,589.0,11,21.1
3.7,537.0,12,20.3
3.6,473.0,13,21.5
3.3,364.0,14,21.5
2.1,270.0,15,21.5
2.3,368.0,16,20.8
2.1,318.0,17,19.2
1.9,244.0,18,18.3
1.9,234.0,19,17.7
2.3,296.0,20,17.2
1.7,205.0,21,15.9
0.8,95.0,22,14.0
0.8,93.0,23,13.3
0.8,100.0,00,11.9
0.8,100.0,01,11.4
0.6,63.0,02,10.4
0.3,36.0,04,9.8
0.3,24.0,05,9.5
0.2,20.0,06,10.0
0.2,25.0,07,10.2
0.3,39.0,08,10.6
0.3,57.0,09,10.7
0.4,59.0,10,10.8
0.4,65.0,11,11.4
0.6,93.0,12,12.4
0.6,112.0,13,12.4
0.6,110.0,14,12.2
0.5,81.0,15,10.5
0.6,100.0,16,9.6
0.7,109.0,17,8.2
1.4,148.0,18,7.3
1.2,207.0,19,8.4
1.1,210.0,20,9.1
1.0,180.0,21,10.0
0.6,109.0,22,10.4
0.8,128.0,23,11.3
0.6,96.0,00,10.9
0.5,65.0,01,10.6
0.3,42.0,02,10.7
0.3,28.0,05,10.4
0.4,55.0,06,10.4
0.7,181.0,07,10.5
2.0,480.0,08,10.7
2.4,442.0,09,11.1
1.8,361.0,10,12.6
1.6,288.0,11,13.8
1.7,330.0,12,13.4
1.8,300.0,13,13.5
1.7,239.0,14,13.7
1.7,265.0,15,13.6
1.7,287.0,16,13.5
2.6,403.0,17,13.5
4.0,515.0,18,12.7
3.8,446.0,19,12.6
4.0,501.0,20,12.3
2.4,355.0,21,12.0
1.4,217.0,22,11.6
1.3,180.0,23,11.3
1.3,167.0,00,11.3
1.0,126.0,01,11.2
0.8,113.0,02,11.0
0.4,37.0,04,11.1
0.5,50.0,05,10.7
0.5,96.0,06,10.2
0.9,271.0,07,10.1
3.5,892.0,08,10.1
5.2,1071.0,09,11.3
4.3,839.0,10,14.5
3.5,713.0,11,17.5
2.6,498.0,12,17.2
2.5,389.0,13,17.3
2.8,457.0,14,18.1
2.2,425.0,15,17.9
2.4,483.0,16,17.6
3.5,604.0,17,16.7
4.2,648.0,18,14.8
3.1,427.0,19,13.6
3.2,461.0,20,13.4
2.8,436.0,21,11.8
2.2,300.0,22,10.7
1.8,277.0,23,10.2
1.7,196.0,00,9.5
1.6,277.0,01,7.7
1.1,131.0,02,8.4
0.7,97.0,04,6.2
0.8,105.0,05,6.8
0.9,138.0,06,5.7
1.2,183.0,07,5.9
3.3,664.0,08,6.3
3.8,611.0,09,7.5
3.2,600.0,10,11.4
3.2,878.0,12,13.3
4.2,905.0,13,14.7
4.3,808.0,14,16.5
4.0,858.0,15,17.4
4.1,839.0,16,17.3
7.8,1290.0,17,16.0
10.2,748.0,18,13.7
6.6,1148.0,19,13.0
4.3,729.0,20,12.4
4.9,810.0,21,10.7
2.6,427.0,22,10.5
2.3,274.0,23,9.7
2.7,387.0,00,8.8
2.2,235.0,01,8.8
2.0,225.0,02,8.5
1.2,185.0,04,6.4
1.1,212.0,05,5.9
1.4,358.0,06,6.1
2.1,531.0,07,6.8
4.5,992.0,08,7.7
5.6,1132.0,09,8.9
5.6,1195.0,10,11.4
4.7,1120.0,11,13.4
4.2,870.0,12,15.8
3.6,570.0,13,18.3
3.2,384.0,14,18.8
3.1,381.0,15,18.4
3.8,541.0,16,18.3
3.9,484.0,17,17.6
4.6,549.0,18,17.3
4.9,596.0,19,16.8
5.4,620.0,20,16.6
4.3,542.0,21,16.3
3.1,381.0,22,15.9
2.5,270.0,23,15.9
2.4,284.0,00,15.7
1.9,204.0,01,16.1
1.3,93.0,02,15.5
1.1,51.0,04,14.7
0.9,45.0,05,14.7
1.0,68.0,06,15.4
1.6,198.0,07,14.5
4.8,633.0,08,14.7
5.9,548.0,09,15.2
5.6,588.0,10,16.1
3.5,612.0,11,17.0
2.8,428.0,12,17.6
3.6,463.0,13,17.3
4.8,479.0,14,17.8
5.0,469.0,15,18.3
5.6,583.0,16,18.3
7.5,760.0,17,17.7
7.2,691.0,18,17.3
8.3,832.0,19,16.2
8.6,881.0,20,15.2
4.3,390.0,21,14.2
2.6,207.0,22,13.4
2.6,204.0,23,12.8
2.7,243.0,00,12.2
2.7,264.0,01,12.0
2.6,215.0,02,10.8
0.6,92.0,05,9.0
0.7,174.0,06,8.7
1.2,294.0,07,6.9
2.0,412.0,08,6.3
2.8,573.0,09,7.2
2.9,661.0,10,11.9
2.2,555.0,11,14.8
1.6,363.0,12,14.8
1.5,302.0,13,14.7
1.9,340.0,14,14.7
1.5,306.0,15,14.8
1.8,377.0,16,15.3
3.4,625.0,17,13.5
4.6,870.0,18,11.1
1.6,421.0,19,10.2
1.2,294.0,20,9.5
1.2,339.0,21,8.0
0.9,260.0,22,6.6
0.7,256.0,23,6.1
2.5,572.0,00,5.2
1.5,428.0,01,4.9
0.5,195.0,02,5.3
0.5,160.0,04,3.1
0.1,101.0,05,4.1
0.2,97.0,06,3.5
0.2,227.0,08,1.3
0.5,253.0,09,3.2
0.4,234.0,10,7.2
0.8,291.0,11,10.3
1.5,402.0,12,10.9
1.9,492.0,13,12.2
1.1,351.0,14,13.3
0.3,160.0,15,15.2
0.9,292.0,16,14.9
2.1,537.0,17,13.1
2.4,607.0,18,11.7
1.6,308.0,19,10.1
1.1,277.0,20,9.8
1.3,348.0,21,7.1
0.8,267.0,22,5.9
1.0,399.0,23,5.3
0.3,163.0,00,5.6
1.0,297.0,01,3.9
0.4,212.0,02,3.3
0.1,201.0,06,3.7
0.4,333.0,07,4.5
2.4,733.0,08,4.9
3.1,846.0,09,5.4
3.1,801.0,10,6.2
2.7,884.0,11,6.8
2.3,784.0,12,7.3
3.0,896.0,13,7.8
3.6,953.0,14,8.0
3.1,980.0,15,8.3
3.5,1058.0,16,8.5
4.0,1080.0,17,8.5
6.3,1301.0,18,8.9
6.9,1345.0,19,9.1
6.5,1218.0,20,8.9
3.3,884.0,21,8.5
2.4,650.0,22,8.5
1.7,444.0,23,7.7
1.3,370.0,00,7.9
1.1,349.0,01,8.0
0.8,287.0,02,8.0
1.3,238.0,05,8.2
1.4,316.0,06,8.5
2.1,508.0,07,8.9
4.5,920.0,08,9.5
5.7,980.0,09,9.9
6.6,1188.0,10,10.7
5.0,1045.0,11,11.8
5.3,999.0,12,13.3
5.4,955.0,13,13.8
7.3,1189.0,14,13.9
5.1,933.0,15,14.2
5.3,898.0,16,14.2
7.3,1201.0,17,13.6
10.2,1369.0,18,13.2
11.9,1389.0,19,12.4
11.5,1358.0,20,11.5
8.3,1189.0,21,10.4
4.7,866.0,22,10.0
4.0,718.0,23,10.0
3.9,715.0,00,10.1
2.8,558.0,01,10.0
2.3,467.0,02,10.4
1.4,295.0,04,10.6
1.0,151.0,05,10.5
1.0,188.0,06,9.8
1.8,380.0,07,9.5
3.8,717.0,08,9.8
4.2,803.0,09,10.3
3.6,726.0,10,11.1
3.3,558.0,11,13.3
2.0,427.0,12,15.1
2.0,317.0,13,15.6
2.9,436.0,14,15.4
2.7,490.0,15,14.6
3.4,602.0,16,13.7
4.5,732.0,17,12.3
6.1,865.0,18,10.8
6.8,936.0,19,10.2
8.4,1074.0,20,10.1
5.3,812.0,21,10.0
4.5,773.0,22,8.6
4.1,761.0,23,7.7
4.0,781.0,00,7.1
4.0,743.0,01,6.7
3.0,533.0,02,6.0
2.2,456.0,04,4.3
2.2,486.0,05,4.0
2.0,498.0,06,4.0
2.2,585.0,07,4.0
4.0,911.0,08,4.4
4.8,845.0,09,6.7
4.6,807.0,10,10.0
2.8,603.0,11,13.6
2.1,391.0,12,14.6
2.0,279.0,13,15.4
2.5,358.0,14,16.4
2.5,403.0,15,16.8
2.8,465.0,16,16.8
4.0,707.0,17,15.4
4.5,660.0,18,13.8
3.1,402.0,19,13.3
2.6,350.0,20,11.5
2.6,355.0,21,10.7
2.0,296.0,22,10.0
1.8,266.0,23,9.9
2.5,373.0,00,9.3
2.3,417.0,01,9.1
2.1,308.0,02,8.9
1.2,196.0,05,9.0
1.0,203.0,06,9.1
1.7,393.0,07,9.3
4.3,864.0,08,10.0
5.8,960.0,09,10.6
5.6,1056.0,10,12.4
4.0,856.0,11,13.7
4.0,854.0,12,14.9
4.9,854.0,13,15.5
5.6,949.0,14,15.8
5.1,932.0,15,15.8
6.2,1071.0,16,15.7
7.7,1134.0,17,15.5
10.1,1389.0,18,15.5
6.4,866.0,19,15.6
7.7,947.0,20,15.1
8.1,1155.0,21,14.6
4.7,798.0,22,13.8
4.3,696.0,23,13.4
4.1,654.0,00,13.0
4.2,685.0,01,12.7
3.8,574.0,02,12.4
2.4,319.0,04,11.9
2.0,263.0,05,13.2
1.7,320.0,06,12.3
2.1,439.0,07,12.8
2.5,398.0,08,13.7
3.8,637.0,09,13.4
3.9,699.0,10,13.8
4.2,699.0,11,15.1
4.0,707.0,12,15.8
4.4,743.0,13,15.4
4.7,745.0,14,15.6
4.6,741.0,15,16.3
4.8,765.0,16,16.4
4.5,632.0,17,15.6
5.6,808.0,18,14.2
4.9,703.0,19,14.0
5.3,764.0,20,13.3
4.6,667.0,21,13.7
2.4,355.0,22,12.8
2.7,359.0,23,11.2
2.5,327.0,00,10.6
2.3,289.0,01,10.8
1.3,138.0,03,10.3
1.0,86.0,04,10.3
0.9,60.0,05,11.2
0.7,62.0,06,8.9
0.8,73.0,07,9.5
1.0,157.0,08,8.6
1.1,166.0,09,8.6
0.8,98.0,10,9.7
1.4,153.0,11,11.1
2.2,307.0,12,11.8
2.7,416.0,13,12.1
2.3,346.0,14,12.6
1.9,252.0,15,13.4
2.7,326.0,16,13.3
3.2,490.0,17,11.2
3.2,452.0,18,9.6
3.5,542.0,19,9.9
4.5,605.0,20,10.4
4.1,577.0,21,10.3
3.3,491.0,22,10.4
3.1,492.0,23,10.5
3.0,412.0,00,10.2
2.3,283.0,01,9.9
2.3,280.0,02,9.8
1.5,156.0,04,8.9
1.3,166.0,05,8.8
1.4,225.0,06,8.7
2.0,325.0,07,8.7
4.2,760.0,08,9.6
5.9,948.0,09,11.3
6.3,1044.0,10,13.8
6.6,1172.0,11,14.9
5.0,1000.0,12,15.3
2.5,366.0,13,18.6
2.6,346.0,14,18.6
1.9,289.0,15,18.4
2.3,316.0,16,17.9
1.9,238.0,17,18.0
2.3,267.0,18,16.7
1.8,182.0,19,17.3
1.9,197.0,20,16.8
1.4,149.0,21,16.5
1.2,124.0,22,16.3
1.0,105.0,23,16.0
1.2,109.0,00,15.6
1.4,169.0,01,13.8
1.2,124.0,02,13.2
0.6,50.0,04,13.8
0.6,47.0,05,13.6
0.7,110.0,06,11.5
1.1,193.0,07,11.8
2.5,475.0,08,12.3
3.6,420.0,09,13.0
3.6,439.0,10,13.7
3.3,461.0,11,14.0
2.0,238.0,12,14.6
1.9,232.0,13,14.9
2.2,241.0,14,14.9
2.2,278.0,15,15.3
3.8,496.0,16,14.6
3.5,464.0,17,12.6
5.2,600.0,18,11.9
6.3,692.0,19,11.6
6.8,731.0,20,11.5
4.1,491.0,21,10.7
2.3,284.0,22,9.6
1.9,245.0,23,9.6
2.2,273.0,00,9.8
1.3,157.0,01,10.1
1.2,117.0,02,9.1
0.6,100.0,05,8.3
0.9,135.0,06,8.9
1.4,301.0,07,8.7
3.4,641.0,08,9.0
5.0,849.0,09,9.5
4.7,861.0,10,10.4
3.2,629.0,11,11.0
3.5,737.0,12,13.8
4.0,712.0,13,13.6
5.7,933.0,14,13.7
5.0,836.0,15,13.0
5.6,987.0,16,12.7
6.2,985.0,17,12.3
7.5,1040.0,18,12.3
3.0,401.0,19,12.5
2.6,279.0,20,11.8
2.1,280.0,21,11.3
1.8,280.0,22,11.1
2.0,327.0,23,11.3
2.2,316.0,00,11.6
1.9,223.0,01,11.7
1.6,180.0,02,11.7
0.9,131.0,04,12.0
0.7,101.0,05,12.0
0.9,189.0,06,12.4
1.4,336.0,07,12.5
4.2,804.0,08,12.9
5.0,860.0,09,13.3
4.4,745.0,10,14.3
3.4,685.0,11,15.4
2.8,639.0,12,15.9
3.4,668.0,13,16.4
2.9,469.0,14,18.0
3.9,605.0,15,19.2
4.0,641.0,16,18.1
4.9,774.0,17,16.7
7.7,1001.0,18,15.8
9.4,1184.0,19,15.4
7.8,1020.0,20,15.4
6.6,964.0,21,15.3
4.7,741.0,22,15.1
4.8,757.0,23,14.2
3.2,564.0,00,14.1
2.6,434.0,01,14.4
2.1,308.0,02,14.1
1.1,133.0,04,14.0
0.7,103.0,05,13.9
0.9,178.0,06,13.8
1.5,289.0,07,13.8
3.8,736.0,08,13.7
6.0,928.0,09,13.9
5.1,897.0,10,14.6
3.6,596.0,11,15.8
3.0,481.0,12,16.4
3.1,495.0,13,16.8
3.3,460.0,14,17.9
3.4,445.0,15,18.8
4.6,618.0,16,19.0
6.9,858.0,17,17.7
5.1,634.0,18,16.5
4.9,575.0,19,15.7
6.1,738.0,20,15.0
6.2,739.0,21,14.6
3.0,472.0,22,14.0
3.4,542.0,23,13.1
3.5,577.0,00,12.6
3.2,568.0,01,12.8
2.9,451.0,02,12.1
1.7,277.0,05,11.4
1.7,291.0,06,11.5
1.3,277.0,07,12.4
2.8,510.0,08,12.3
2.5,451.0,09,12.2
2.7,584.0,10,12.2
1.5,260.0,11,12.4
2.6,492.0,12,13.0
3.1,580.0,13,11.8
2.5,373.0,14,11.9
2.6,497.0,15,11.9
2.5,413.0,16,12.3
2.3,444.0,17,12.7
3.1,533.0,18,13.1
1.9,325.0,19,13.1
2.5,439.0,20,13.4
3.1,506.0,21,13.8
2.0,349.0,22,14.0
1.9,235.0,23,13.5
2.4,378.0,00,13.0
2.0,304.0,01,12.4
1.2,180.0,02,12.3
1.0,148.0,04,12.3
0.8,106.0,05,12.7
0.6,87.0,06,12.5
0.7,96.0,07,12.4
0.8,120.0,08,13.2
0.9,130.0,09,13.1
1.0,140.0,10,12.9
1.3,176.0,11,13.0
1.7,209.0,12,13.0
2.4,309.0,13,12.0
1.7,226.0,14,11.4
1.8,246.0,15,12.0
1.5,208.0,16,11.5
1.1,154.0,17,11.3
2.4,275.0,18,12.0
2.0,281.0,19,12.1
1.5,237.0,20,12.5
1.7,225.0,21,12.6
1.0,143.0,22,12.5
1.0,146.0,23,13.1
1.0,115.0,00,13.2
0.9,125.0,01,13.3
1.1,150.0,02,13.3
0.6,78.0,04,11.9
0.7,108.0,05,11.8
0.9,181.0,06,12.0
1.3,302.0,07,12.2
3.1,587.0,08,12.7
4.9,712.0,09,13.4
4.7,698.0,10,15.9
3.2,576.0,11,18.5
2.5,438.0,12,18.4
3.8,562.0,13,19.4
3.3,467.0,14,19.5
2.5,323.0,15,20.3
2.7,391.0,16,18.7
2.9,379.0,17,17.3
3.1,387.0,18,16.4
4.0,433.0,19,15.9
3.1,349.0,20,15.5
2.7,337.0,21,15.3
1.7,245.0,22,16.6
1.5,236.0,23,14.6
1.4,191.0,00,14.0
1.4,273.0,01,13.0
1.1,211.0,02,13.1
0.6,126.0,05,12.4
0.8,146.0,06,14.1
1.0,243.0,07,12.9
2.8,450.0,08,11.7
3.4,499.0,09,12.5
3.3,574.0,10,14.5
4.1,679.0,11,16.9
3.5,572.0,12,17.4
3.0,396.0,13,18.8
3.6,455.0,14,19.4
3.0,423.0,15,19.2
2.6,356.0,16,17.7
2.6,350.0,17,16.5
3.1,359.0,18,15.4
3.2,358.0,19,15.2
2.4,289.0,20,14.9
2.6,359.0,21,14.5
2.4,355.0,22,14.5
1.8,244.0,23,14.6
1.7,194.0,00,15.0
1.9,176.0,01,14.7
1.4,170.0,02,15.3
1.7,212.0,04,11.6
1.0,146.0,05,12.0
0.9,177.0,06,11.8
1.0,172.0,07,11.8
1.0,159.0,08,12.8
1.1,184.0,09,13.2
1.7,310.0,10,13.1
2.3,363.0,11,14.3
2.1,302.0,12,16.0
2.7,424.0,13,17.3
2.3,258.0,14,17.3
1.2,179.0,15,16.7
1.4,221.0,16,15.4
1.9,303.0,17,15.2
2.6,429.0,18,16.2
2.4,357.0,19,16.5
3.5,438.0,20,14.6
3.5,457.0,21,13.9
2.2,355.0,22,13.7
2.3,348.0,23,13.8
1.9,241.0,00,14.2
1.0,134.0,01,14.9
0.8,94.0,02,14.7
0.4,33.0,04,14.8
0.4,33.0,05,14.4
0.4,57.0,06,14.5
0.6,112.0,07,14.6
1.9,358.0,08,15.0
2.0,287.0,09,14.5
1.4,263.0,10,14.3
1.4,282.0,11,14.7
1.5,286.0,12,15.5
1.6,259.0,13,14.9
1.8,265.0,14,15.2
1.4,249.0,15,15.2
1.7,268.0,16,15.6
1.7,226.0,17,14.8
2.3,301.0,18,14.6
3.2,388.0,19,15.1
2.6,285.0,20,14.5
1.6,197.0,21,13.4
0.8,105.0,22,12.3
0.7,88.0,23,12.0
0.6,92.0,00,11.9
0.7,88.0,01,13.7
0.7,90.0,02,14.7
0.3,31.0,05,12.0
0.4,51.0,06,11.7
0.5,100.0,07,11.5
1.4,315.0,08,12.3
2.4,417.0,09,12.9
1.8,328.0,10,14.4
1.5,304.0,11,16.2
1.5,300.0,12,17.1
1.8,306.0,13,18.1
2.1,342.0,14,18.8
1.7,324.0,15,18.1
2.3,327.0,16,17.6
2.9,404.0,17,16.0
4.0,575.0,18,14.6
4.2,539.0,19,13.7
3.5,460.0,20,12.8
2.6,386.0,21,12.7
1.3,202.0,22,12.8
1.0,162.0,23,12.6
1.6,261.0,00,12.4
1.6,263.0,01,12.5
1.1,159.0,02,11.9
0.8,111.0,04,11.5
0.8,104.0,05,10.5
1.0,221.0,06,7.8
1.2,243.0,07,9.3
1.7,356.0,08,8.2
2.4,429.0,09,10.7
2.8,518.0,10,14.4
2.9,460.0,11,17.4
2.6,389.0,12,17.8
2.3,362.0,13,18.3
2.3,337.0,14,18.9
1.7,254.0,15,18.4
1.8,281.0,16,17.8
2.5,369.0,17,16.1
2.4,350.0,18,14.9
2.0,323.0,19,14.6
2.3,340.0,20,14.2
2.9,443.0,21,13.3
2.0,292.0,22,11.2
2.5,372.0,23,8.8
3.0,443.0,00,8.6
2.4,360.0,01,8.1
2.6,401.0,02,6.8
2.1,273.0,04,5.4
1.7,199.0,05,5.6
1.5,177.0,06,4.2
1.3,206.0,07,4.8
1.9,323.0,08,4.0
2.0,392.0,09,4.9
2.7,420.0,10,9.4
2.4,333.0,11,12.6
2.7,395.0,12,14.4
3.2,478.0,13,15.1
3.4,470.0,14,16.0
3.2,508.0,15,17.5
4.3,596.0,16,17.2
5.0,694.0,17,14.3
6.3,968.0,18,12.2
4.6,658.0,19,11.6
3.1,409.0,20,11.3
2.6,345.0,21,10.6
2.1,230.0,22,9.6
2.1,285.0,23,8.7
2.5,310.0,00,7.9
2.0,224.0,01,7.9
1.8,213.0,02,6.7
0.7,91.0,05,6.4
0.9,178.0,06,6.4
1.5,351.0,07,5.6
3.4,587.0,08,6.4
3.4,475.0,09,7.3
3.2,576.0,10,9.6
4.8,920.0,11,12.0
3.5,710.0,12,12.7
4.1,696.0,13,13.9
4.8,744.0,14,15.0
4.4,743.0,15,16.0
4.5,801.0,16,16.0
5.9,1014.0,17,14.1
9.9,1479.0,18,12.6
6.9,1018.0,19,11.7
4.3,729.0,20,11.5
2.9,508.0,21,10.6
2.0,347.0,22,10.1
1.7,327.0,23,9.0
1.9,339.0,00,8.6
2.0,358.0,01,7.6
1.9,377.0,02,6.9
0.8,165.0,04,6.8
0.7,145.0,05,6.6
1.1,282.0,06,6.0
1.7,494.0,07,6.0
3.1,606.0,08,6.9
4.4,581.0,09,7.6
5.6,920.0,10,9.3
4.4,811.0,11,11.7
4.4,786.0,12,12.9
4.7,677.0,13,14.0
4.2,612.0,14,15.1
3.3,524.0,15,16.7
5.1,775.0,16,16.8
3.3,403.0,20,13.3
3.1,412.0,21,13.2
2.4,322.0,22,12.6
1.4,200.0,23,12.6
2.1,244.0,00,12.9
1.4,199.0,01,13.1
1.4,190.0,02,12.4
1.0,153.0,04,11.8
1.3,215.0,05,10.8
1.0,206.0,06,10.4
1.1,225.0,07,10.0
2.1,416.0,08,9.4
3.2,613.0,09,9.3
3.3,567.0,10,12.6
2.3,409.0,11,16.1
1.0,183.0,12,16.6
0.8,140.0,13,15.9
0.8,133.0,14,14.3
0.6,115.0,15,15.0
0.9,157.0,16,14.9
0.8,149.0,17,13.2
1.2,219.0,18,12.4
2.1,424.0,19,11.9
3.9,659.0,20,11.1
4.4,727.0,21,10.1
2.0,398.0,22,10.2
2.3,414.0,23,9.4
3.6,600.0,00,7.9
3.9,596.0,01,7.6
1.6,225.0,02,6.4
1.0,126.0,05,3.3
0.8,83.0,06,4.8
0.7,156.0,07,2.2
1.0,240.0,08,2.5
1.0,186.0,09,3.2
1.5,224.0,10,5.0
2.5,386.0,11,5.8
2.6,397.0,12,6.0
3.2,477.0,13,7.4
3.0,405.0,14,5.2
3.4,453.0,15,4.8
3.3,459.0,16,4.7
3.6,452.0,17,4.7
5.5,579.0,18,4.7
4.5,542.0,19,5.2
4.7,601.0,20,5.5
4.3,521.0,21,5.8
3.2,411.0,22,6.2
2.9,382.0,23,6.6
3.1,421.0,00,6.8
2.8,362.0,01,8.2
1.2,104.0,02,9.7
0.8,69.0,04,9.3
0.6,41.0,05,8.8
0.6,46.0,06,8.6
1.0,118.0,07,9.2
3.2,295.0,08,8.4
3.6,311.0,09,8.5
2.9,269.0,10,8.9
2.4,225.0,11,9.2
2.5,220.0,12,9.6
2.6,216.0,13,9.6
2.3,162.0,14,9.7
2.2,152.0,15,9.4
2.3,183.0,16,9.8
2.9,254.0,17,8.9
4.1,355.0,18,8.4
4.1,341.0,19,8.0
4.0,341.0,20,7.9
3.7,342.0,21,7.8
1.7,186.0,22,7.3
1.1,170.0,23,7.4
1.1,169.0,00,7.1
1.5,246.0,01,6.4
0.5,63.0,02,5.6
0.2,44.0,04,5.3
0.3,54.0,05,4.7
0.6,176.0,06,4.3
0.7,236.0,07,4.9
2.6,613.0,08,5.1
5.5,755.0,09,6.5
2.6,460.0,10,7.4
1.5,280.0,11,7.9
1.7,322.0,12,7.8
2.2,349.0,13,8.7
2.1,297.0,14,8.5
2.2,353.0,15,8.9
2.3,316.0,16,8.8
2.5,348.0,17,7.9
3.1,445.0,18,7.6
3.6,457.0,19,6.9
3.9,516.0,20,6.5
4.0,575.0,21,6.3
2.3,449.0,22,5.9
1.5,289.0,23,5.8
1.5,268.0,00,5.8
2.2,343.0,01,5.6
1.3,222.0,02,5.3
0.5,89.0,05,5.2
0.5,103.0,06,4.7
0.9,254.0,07,4.5
2.0,481.0,08,4.5
3.2,638.0,09,4.8
2.3,492.0,10,7.8
1.8,413.0,11,9.3
2.1,364.0,12,10.0
1.9,299.0,13,10.3
2.4,342.0,14,9.8
2.1,309.0,15,9.8
2.8,367.0,16,9.6
3.3,357.0,17,8.1
2.9,345.0,18,6.8
3.9,483.0,19,6.4
4.1,480.0,20,5.9
3.3,427.0,21,5.1
3.3,504.0,22,4.8
1.9,248.0,23,4.5
2.0,241.0,00,5.2
1.9,210.0,01,4.3
2.1,292.0,02,3.0
1.3,129.0,04,1.5
1.1,106.0,05,4.0
1.2,125.0,06,2.8
1.8,267.0,07,1.2
3.6,543.0,08,1.4
3.7,496.0,09,2.2
3.4,491.0,10,4.3
4.0,667.0,11,6.6
3.8,693.0,12,8.0
4.1,707.0,13,9.1
4.9,777.0,14,10.0
3.3,512.0,15,11.0
4.3,587.0,16,11.3
6.6,864.0,17,9.4
8.5,1089.0,18,8.0
8.7,1070.0,19,7.1
9.1,1220.0,20,6.2
7.2,1076.0,21,6.3
5.0,825.0,22,6.2
4.2,740.0,23,6.1
4.6,759.0,00,6.0
3.9,610.0,01,5.1
3.4,465.0,02,5.1
2.4,288.0,04,4.2
2.5,251.0,05,4.3
3.5,351.0,06,4.8
3.9,379.0,07,5.3
4.8,539.0,08,5.7
6.1,706.0,09,6.1
6.6,750.0,10,6.7
6.5,747.0,11,7.2
6.0,670.0,12,8.0
6.9,772.0,13,9.8
7.9,792.0,14,10.5
6.1,626.0,15,10.8
6.7,678.0,16,10.6
6.8,706.0,17,10.4
6.7,668.0,18,10.2
5.9,567.0,00,9.4
5.6,527.0,01,9.6
5.5,503.0,02,9.5
2.2,274.0,05,9.0
2.0,231.0,06,8.9
2.2,268.0,07,8.9
2.0,281.0,08,9.1
2.5,340.0,09,9.0
3.0,406.0,10,9.8
2.8,379.0,11,10.2
3.4,436.0,12,10.7
5.5,602.0,13,11.4
4.0,507.0,14,12.2
2.4,266.0,15,12.1
3.1,335.0,16,11.7
4.0,464.0,17,11.4
4.6,527.0,18,11.2
4.8,592.0,19,10.9
6.2,821.0,20,11.3
4.6,538.0,21,10.3
4.5,513.0,22,10.4
4.2,514.0,23,11.0
2.6,345.0,00,11.7
1.6,231.0,01,11.6
1.3,166.0,02,11.3
0.5,61.0,04,10.8
0.4,49.0,05,10.7
0.3,54.0,06,10.9
0.4,78.0,07,10.7
0.6,136.0,08,10.5
0.9,198.0,09,10.4
1.1,211.0,10,10.6
1.0,183.0,11,11.5
1.6,277.0,12,12.8
1.8,267.0,13,13.9
1.0,123.0,14,14.9
0.8,68.0,15,14.8
1.4,186.0,16,13.6
2.1,321.0,17,13.6
2.3,343.0,18,13.5
3.5,550.0,19,12.3
3.8,598.0,20,11.7
2.4,390.0,21,11.8
1.0,159.0,22,11.8
1.3,193.0,23,12.0
2.3,316.0,00,11.2
1.5,199.0,01,11.5
1.1,134.0,02,11.6
0.7,63.0,04,11.7
0.4,50.0,05,11.9
0.5,93.0,06,12.5
0.8,161.0,07,12.3
1.9,368.0,08,11.5
2.3,344.0,09,12.5
1.9,288.0,10,12.9
1.6,244.0,11,13.5
1.4,224.0,12,13.4
1.5,206.0,13,14.4
1.4,163.0,14,15.0
2.0,296.0,15,12.4
2.5,386.0,16,12.8
